学号,语文成绩,数学成绩,英语成绩,综合成绩
24425,12.5,39.6,70.3,57.1
24426,50.2,19.2,65.4,60.0
24427,23.1,24.1,64.5,36.1
24428,57.6,64.5,51.3,45.5
24429,18.6,73.7,58.0,55.5
24430,47.3,35.7,63.3,43.4
24431,58.2,50.3,39.9,71.6
24432,33.2,50.1,70.8,30.4
24433,64.4,45.9,37.1,52.0
24434,57.6,46.4,43.0,46.6
24435,55.7,58.9,54.8,34.5
24436,60.5,74.1,67.6,15.0
24437,44.6,56.1,63.8,47.1
24438,52.3,59.0,45.4,57.1
24439,50.2,50.2,52.8,73.8
24440,49.8,64.2,50.6,47.8
24441,39.9,62.5,52.6,66.5
24442,31.4,43.3,55.6,64.2
24443,44.9,57.6,44.0,46.9
24444,44.1,41.4,26.3,31.1
24445,38.9,48.0,53.2,52.6
24446,62.8,31.9,38.5,52.5
24447,32.4,87.1,37.2,47.8
24448,47.4,90.8,69.9,63.7
24449,67.5,60.9,50.0,84.2
24450,63.6,58.1,55.3,58.5
24451,68.2,50.1,38.8,48.4
24452,41.1,35.4,52.4,58.7
24453,61.8,40.2,63.3,50.8
24454,34.1,57.4,37.0,37.9
24455,45.9,64.6,42.2,46.4
24456,47.3,43.2,71.3,71.5
24457,41.4,64.0,79.5,71.2
24458,44.6,38.1,43.6,36.1
24459,42.6,54.0,53.0,53.2
24460,35.3,60.6,52.4,59.2
24461,62.8,81.3,73.8,62.4
24462,47.3,62.3,55.4,39.0
24463,53.0,40.0,61.6,65.3
24464,52.5,49.1,45.1,35.2
24465,50.8,33.9,37.6,43.2
24466,51.4,64.7,66.1,71.0
24467,45.4,49.0,33.7,38.3
24468,71.3,43.9,51.8,51.2
24469,61.4,41.1,59.0,50.3
24470,50.3,36.9,47.3,38.0
24471,43.3,39.9,22.3,61.4
24472,48.2,74.1,44.5,51.8
24473,56.3,49.6,32.6,40.2
24474,72.5,77.9,34.0,58.6
24475,29.4,41.8,28.0,78.3
24476,59.9,68.8,59.9,57.4
24477,66.9,37.2,31.0,49.3
24478,27.7,69.4,52.4,45.1
24479,47.3,65.0,63.2,41.5
24480,34.0,49.6,35.4,43.6
24481,56.5,28.3,48.8,34.5
24482,44.6,60.5,61.6,58.7
24483,48.0,52.4,42.9,64.5
24484,43.8,37.5,45.1,57.2
24485,60.8,68.6,67.5,51.0
24486,53.4,55.0,33.2,37.5
24487,53.5,52.7,40.5,47.9
24488,52.4,50.2,78.8,52.2
24489,58.6,37.6,46.1,55.2
24490,46.1,52.2,62.0,58.1
24491,75.5,48.4,40.7,45.8
24492,31.5,67.1,29.6,46.6
24493,24.1,37.8,41.4,29.4
24494,22.9,60.2,45.6,27.1
24495,18.8,36.8,69.9,28.1
24496,60.1,48.3,57.0,76.5
24497,58.3,53.8,61.9,45.9
24498,68.1,49.1,46.9,59.4
24499,34.2,63.5,33.7,70.5
24500,61.2,46.9,68.6,34.1
24501,50.9,59.1,43.9,56.0
24502,52.5,48.7,69.3,44.7
24503,59.4,40.0,46.8,37.0
24504,38.7,68.8,54.5,65.9
24505,88.8,71.1,56.1,18.2
24506,70.0,52.9,98.5,51.2
24507,42.0,36.9,37.0,24.2
24508,33.6,47.3,29.9,63.4
24509,48.7,48.6,18.4,40.4
24510,52.7,59.6,64.1,74.1
24511,66.0,73.5,54.9,22.1
24512,32.5,76.6,57.3,28.1
24513,54.3,44.1,50.8,27.7
24514,27.1,59.0,46.5,46.9
24515,56.5,64.6,37.7,46.1
24516,48.4,52.9,42.3,51.3
24517,79.1,55.0,27.0,58.9
24518,26.8,69.9,55.2,50.5
24519,70.6,40.9,66.7,50.5
24520,24.4,56.7,56.9,77.8
24521,30.1,63.0,58.2,54.8
24522,24.8,31.8,33.5,32.2
24523,53.8,25.9,37.5,80.3
24524,32.4,56.1,40.8,66.7
24525,29.8,76.1,45.1,38.0
24526,53.0,56.0,19.7,50.7
24527,56.8,46.2,74.7,75.5
24528,50.6,47.3,52.2,66.3
24529,47.6,49.2,53.6,50.4
24530,77.4,72.6,51.7,40.5
24531,52.2,56.8,70.7,50.6
24532,62.1,73.1,50.3,66.1
24533,52.1,71.8,45.8,52.1
24534,33.5,66.0,75.3,49.8
24535,58.2,24.7,26.5,57.1
24536,40.2,62.8,55.7,54.2
24537,48.6,48.9,52.9,61.1
24538,54.6,38.0,36.1,33.9
24539,20.9,44.5,44.7,60.0
24540,25.9,46.2,40.7,38.8
24541,63.6,64.1,59.3,46.0
24542,40.0,34.4,45.0,57.3
24543,40.8,30.6,42.3,27.2
24544,52.5,39.7,0.0,61.4
24545,44.2,60.8,53.8,63.2
24546,56.3,33.0,38.1,56.4
24547,49.2,20.5,74.5,50.0
24548,53.0,43.2,65.8,61.5
24549,39.5,42.0,65.2,60.9
24550,52.9,55.4,0.0,59.8
24551,66.6,60.2,59.2,49.9
24552,41.5,54.1,45.7,59.2
24553,63.7,65.6,55.1,60.8
24554,49.2,56.6,60.9,45.9
24555,61.0,52.0,39.6,90.8
24556,51.9,30.2,60.0,31.8
24557,49.5,40.4,51.7,27.7
24558,55.2,28.7,73.6,52.4
24559,68.2,32.6,50.8,28.4
24560,53.5,55.4,63.3,89.4
24561,57.2,38.2,48.0,54.3
24562,44.5,67.1,65.0,55.1
24563,73.6,83.1,27.1,69.5
24564,59.6,30.9,36.6,49.8
24565,51.2,72.2,34.4,50.4
24566,48.2,54.0,32.0,56.7
24567,64.7,51.7,54.7,56.8
24568,40.9,30.4,62.2,29.5
24569,23.3,21.3,32.1,50.4
24570,51.1,46.8,38.6,55.0
24571,67.9,67.6,65.7,40.6
24572,73.9,46.9,36.8,58.4
24573,48.4,33.1,57.5,41.0
24574,50.7,49.5,61.6,70.2
24575,57.8,66.0,47.6,45.8
24576,46.0,55.2,64.7,65.8
24577,57.7,48.7,67.3,28.3
24578,48.7,59.2,40.7,33.7
24579,65.2,48.8,61.5,35.5
24580,60.8,72.8,47.9,48.3
24581,62.2,53.0,67.9,48.6
24582,46.9,39.3,29.4,40.7
24583,78.9,64.5,48.1,52.3
24584,57.3,13.4,39.9,66.0
24585,53.7,55.4,57.0,33.8
24586,38.6,42.5,77.2,61.2
24587,48.5,38.2,54.0,50.1
24588,51.7,38.7,54.4,58.9
24589,38.2,37.8,32.1,70.5
24590,45.6,41.8,58.1,49.7
24591,47.5,37.4,60.2,68.8
24592,50.8,46.3,46.4,65.9
24593,23.6,50.4,36.1,60.8
24594,48.0,32.7,31.1,44.9
24595,44.3,34.8,41.4,52.7
24596,49.7,45.5,43.2,62.2
24597,65.5,57.6,61.9,49.4
24598,80.8,29.9,84.9,55.9
24599,60.2,33.1,56.5,54.1
24600,31.5,54.3,33.4,28.1
24601,44.8,45.7,68.3,55.4
24602,58.9,37.3,49.3,85.3
24603,57.2,37.6,73.1,58.5
24604,64.8,38.0,50.2,54.6
24605,48.5,34.3,52.1,23.9
24606,44.5,66.6,71.1,38.9
24607,76.3,39.3,49.9,54.1
24608,50.9,41.3,50.0,59.4
24609,34.7,63.0,42.9,58.2
24610,72.1,37.6,36.5,48.7
24611,27.6,73.0,34.3,44.7
24612,0.0,47.1,38.1,42.7
24613,61.5,69.1,68.2,46.7
24614,63.7,48.5,52.1,73.2
24615,56.2,65.6,52.5,33.8
24616,30.5,72.6,75.4,71.2
24617,49.1,55.7,66.9,44.3
24618,45.8,42.8,29.8,76.0
24619,41.9,39.2,54.3,55.9
24620,71.2,56.9,47.4,36.6
24621,34.3,51.4,48.7,45.8
24622,54.7,38.8,48.7,57.5
24623,67.9,66.8,39.6,62.1
24624,55.7,47.5,61.2,55.9
24625,68.6,27.2,22.9,66.1
24626,58.5,48.6,63.6,52.1
24627,56.4,46.3,61.5,61.1
24628,55.5,58.0,43.3,76.1
24629,59.2,8.2,20.9,37.8
24630,44.2,24.7,52.7,37.7
24631,30.5,72.8,55.9,62.6
24632,64.3,49.5,36.0,47.1
24633,67.4,47.1,51.0,57.0
24634,53.8,57.7,67.5,70.5
24635,41.8,34.4,49.2,34.6
24636,26.6,45.7,73.4,43.6
24637,51.3,49.7,41.3,56.6
24638,29.8,32.7,43.5,55.8
24639,27.7,41.6,50.3,43.8
24640,49.7,23.0,54.4,30.8
24641,38.5,68.5,47.2,52.8
24642,55.2,35.4,51.8,54.7
24643,47.6,38.7,53.0,56.5
24644,40.9,67.5,50.0,83.1
24645,24.4,52.2,50.2,42.1
24646,37.2,48.1,49.4,21.4
24647,37.8,44.2,42.8,62.7
24648,31.6,52.1,87.4,59.3
24649,45.1,30.4,32.3,54.3
24650,32.8,76.6,81.6,57.7
24651,47.5,31.9,27.9,62.0
24652,53.6,46.6,52.0,66.8
24653,37.6,28.0,48.9,71.1
24654,56.4,75.2,43.0,42.5
24655,29.6,31.1,49.4,19.3
24656,33.3,36.6,24.3,43.8
24657,48.3,61.6,48.6,54.0
24658,60.3,44.8,74.6,40.5
24659,63.0,22.9,61.2,44.7
24660,74.2,51.2,57.8,44.7
24661,44.4,59.8,42.2,56.5
24662,48.1,48.1,30.9,40.7
24663,34.5,37.3,70.6,33.2
24664,31.2,45.1,49.6,47.4
24665,53.4,60.5,31.5,48.5
24666,38.4,77.6,58.7,56.3
24667,68.5,44.9,65.6,68.0
24668,28.1,48.2,37.5,44.2
24669,57.3,64.2,42.1,63.4
24670,34.9,59.2,36.4,62.0
24671,37.7,64.2,44.6,39.6
24672,58.1,41.0,31.5,54.3
24673,39.9,41.6,56.2,44.4
24674,42.3,37.4,30.3,40.9
24675,37.8,34.0,80.1,62.2
24676,76.8,46.2,24.7,72.3
24677,40.7,50.5,17.6,41.9
24678,50.8,23.6,34.2,52.9
24679,47.0,50.6,47.4,59.0
24680,53.3,36.4,27.8,45.3
24681,40.8,54.2,55.6,54.1
24682,47.0,57.8,36.5,61.5
24683,55.9,44.5,74.8,31.1
24684,37.1,58.1,35.1,45.0
24685,66.3,36.2,55.8,42.5
24686,67.8,50.9,58.9,24.8
24687,59.1,33.4,40.8,51.9
24688,51.0,60.6,77.4,60.7
24689,5.1,43.1,64.9,25.9
24690,56.4,42.4,24.3,45.9
24691,44.1,36.7,36.3,42.9
24692,46.3,77.5,32.7,57.5
24693,21.5,33.7,73.4,48.9
24694,57.4,45.6,22.8,66.9
24695,28.3,46.1,71.8,71.9
24696,51.8,35.2,76.0,53.1
24697,63.6,28.6,10.9,39.4
24698,43.0,41.0,66.8,36.3
24699,68.2,58.2,61.1,45.4
24700,38.8,63.1,30.5,59.8
24701,59.0,54.3,60.2,60.7
24702,30.4,24.6,56.3,52.9
24703,65.5,46.3,47.5,37.1
24704,63.1,79.5,64.2,17.4
24705,57.0,47.6,52.0,79.3
24706,44.1,34.0,23.6,67.1
24707,29.0,39.0,47.1,41.1
24708,44.1,41.9,33.8,87.0
24709,66.7,60.6,64.6,48.4
24710,51.9,41.0,35.4,59.9
24711,26.7,68.5,29.3,50.1
24712,33.1,43.8,76.3,40.7
24713,68.8,53.1,36.4,43.2
24714,57.3,34.6,51.4,33.8
24715,31.5,64.2,31.5,33.8
24716,23.5,53.4,68.3,46.2
24717,40.6,84.6,74.8,33.4
24718,22.2,49.1,44.0,52.9
24719,47.7,38.2,32.9,22.9
24720,86.8,52.0,51.7,27.0
24721,26.0,40.6,27.5,54.8
24722,47.2,69.7,43.6,54.0
24723,69.7,3.6,50.7,73.6
24724,61.2,53.8,21.6,39.1
24725,47.8,55.0,51.3,44.4
24726,47.8,37.1,57.4,41.6
24727,32.7,66.0,62.8,46.6
24728,46.0,60.2,43.2,71.8
24729,53.7,54.1,45.8,73.9
24730,66.6,21.4,83.8,14.3
24731,40.7,34.2,61.0,23.2
24732,47.2,79.3,48.6,46.8
24733,35.8,50.1,52.6,52.6
24734,53.4,71.2,20.6,49.8
24735,61.8,28.4,58.4,66.3
24736,59.4,35.3,49.3,62.7
24737,32.4,42.8,61.3,28.3
24738,52.2,55.0,61.9,30.6
24739,39.8,65.1,53.8,65.4
24740,65.2,42.3,41.4,39.5
24741,47.6,77.2,42.9,33.0
24742,27.2,58.7,64.0,28.1
24743,46.7,44.3,44.1,14.8
24744,56.9,49.8,70.5,36.9
24745,53.7,48.9,91.1,52.7
24746,42.3,50.1,42.2,22.5
24747,41.2,40.4,43.6,50.9
24748,35.2,44.2,34.9,65.2
24749,44.1,44.9,62.6,67.8
24750,37.2,43.9,67.5,60.8
24751,64.6,53.0,34.7,70.0
24752,36.5,55.2,66.0,51.7
24753,51.8,54.6,56.0,46.6
24754,50.8,55.5,69.6,44.6
24755,64.2,47.3,58.6,46.7
24756,66.3,47.0,68.0,40.0
24757,60.4,28.3,26.9,59.8
24758,55.3,39.7,78.8,38.3
24759,34.3,52.7,54.8,46.4
24760,34.0,43.3,31.4,38.6
24761,37.3,37.7,60.3,56.6
24762,61.3,92.5,41.8,24.9
24763,51.1,60.7,64.7,6.1
24764,63.0,59.5,38.9,39.8
24765,65.0,34.1,40.4,85.5
24766,39.1,45.6,44.2,46.1
24767,50.5,34.8,42.4,55.5
24768,49.8,44.6,28.3,72.3
24769,45.1,51.8,42.5,38.6
24770,42.0,55.3,55.7,73.3
24771,67.8,55.7,46.1,59.8
24772,50.8,48.3,61.4,61.3
24773,50.2,44.5,52.4,46.0
24774,38.0,41.8,40.6,34.5
24775,60.1,50.2,49.0,50.6
24776,34.9,52.8,40.8,53.7
24777,56.8,59.0,35.7,46.5
24778,57.2,44.6,59.3,52.6
24779,43.8,48.1,53.0,17.9
24780,54.8,31.1,67.6,34.6
24781,52.8,42.1,85.2,44.3
24782,49.4,67.5,53.1,61.1
24783,50.2,15.8,17.6,31.4
24784,50.9,48.9,71.5,55.7
24785,51.9,48.6,35.8,63.9
24786,50.9,41.4,74.6,56.0
24787,33.4,22.9,40.2,33.7
24788,47.7,47.4,74.5,69.7
24789,54.0,61.3,63.1,31.1
24790,51.5,58.9,45.2,51.6
24791,64.3,48.0,52.9,63.8
24792,59.3,69.6,54.2,70.9
24793,36.9,55.3,65.2,60.7
24794,47.5,21.4,50.3,47.3
24795,45.3,56.2,38.6,41.4
24796,49.9,68.8,60.4,39.1
24797,50.0,50.3,40.5,45.5
24798,59.2,42.1,56.8,39.6
24799,52.7,56.6,73.8,47.3
24800,68.5,40.4,36.2,52.0
24801,53.6,32.3,58.2,41.5
24802,37.5,38.4,41.5,53.5
24803,43.0,46.9,41.3,37.5
24804,59.1,55.8,53.9,50.7
24805,25.8,66.6,60.3,95.7
24806,29.8,56.7,54.6,72.0
24807,50.2,1.7,27.3,47.5
24808,64.3,46.4,43.6,30.7
24809,69.6,15.3,43.3,70.3
24810,46.7,48.3,35.4,58.2
24811,65.9,49.5,55.6,43.2
24812,51.1,49.8,47.5,77.8
24813,27.0,79.6,26.4,25.5
24814,49.9,53.0,36.0,41.4
24815,40.7,35.0,65.3,57.8
24816,63.8,48.7,52.7,47.3
24817,49.6,44.0,55.4,69.8
24818,30.8,35.0,52.9,47.4
24819,27.5,66.6,43.4,73.7
24820,49.7,66.1,37.7,44.7
24821,13.7,49.6,64.9,65.9
24822,42.2,77.3,43.2,27.9
24823,53.5,44.3,70.7,53.5
24824,34.1,57.8,64.4,80.4
24825,64.9,54.8,54.6,75.1
24826,67.9,64.4,21.1,64.6
24827,34.7,71.0,28.0,71.5
24828,45.5,43.9,69.9,73.3
24829,64.9,53.9,70.2,52.9
24830,50.0,79.1,64.5,36.5
24831,29.1,33.8,73.8,37.3
24832,47.9,68.4,52.6,59.1
24833,37.2,46.7,70.2,48.2
24834,66.6,47.9,77.1,66.9
24835,59.1,32.0,44.4,41.4
24836,45.3,35.0,41.5,48.3
24837,52.1,47.2,34.6,42.1
24838,30.4,35.3,57.7,49.8
24839,38.7,57.4,63.7,44.9
24840,73.3,57.0,71.0,52.7
24841,50.8,53.8,65.8,53.7
24842,64.0,42.5,65.4,17.1
24843,53.5,33.8,22.1,64.7
24844,69.7,55.8,41.4,37.0
24845,20.0,46.7,26.2,60.5
24846,47.2,49.4,57.4,27.7
24847,74.7,59.5,18.9,44.5
24848,64.3,52.6,41.9,86.8
24849,69.9,44.7,16.2,60.4
24850,49.9,82.9,50.7,41.0
24851,41.9,39.3,34.1,49.8
24852,34.6,30.3,64.2,35.7
24853,33.5,49.2,54.6,30.7
24854,62.1,45.9,28.7,53.1
24855,57.7,54.6,58.1,94.2
24856,49.0,33.9,61.3,70.4
24857,57.6,24.6,88.8,47.2
24858,52.1,67.3,37.1,62.8
24859,64.4,59.6,53.7,53.3
24860,64.3,58.6,51.6,29.8
24861,34.0,35.0,35.6,59.1
24862,54.1,46.3,66.0,28.6
24863,25.0,49.6,66.8,38.6
24864,52.0,75.0,47.6,58.6
24865,59.1,40.6,74.6,48.4
24866,30.3,61.0,56.4,53.9
24867,43.8,34.3,30.8,31.4
24868,50.1,52.2,53.4,29.9
24869,53.5,71.5,67.7,47.3
24870,45.8,65.8,67.7,32.9
24871,32.4,50.6,39.7,45.5
24872,49.2,29.5,57.7,30.9
24873,25.2,43.1,30.2,37.5
24874,46.5,37.0,50.2,79.2
24875,43.4,44.5,64.0,52.2
24876,48.0,63.5,37.1,57.5
24877,41.6,42.4,39.3,59.4
24878,27.4,73.7,46.7,31.2
24879,44.5,30.5,54.7,65.8
24880,64.0,59.9,56.6,49.6
24881,68.9,36.2,64.3,46.9
24882,86.6,50.2,34.1,38.7
24883,75.4,38.0,61.8,49.5
24884,32.0,82.9,70.2,51.8
24885,43.9,52.7,53.7,74.3
24886,49.7,29.7,46.5,28.3
24887,48.7,34.4,41.3,83.4
24888,51.0,35.4,65.1,47.4
24889,86.1,58.7,28.1,48.4
24890,33.8,42.0,59.2,59.0
24891,39.3,55.3,67.6,59.2
24892,74.7,64.2,57.1,74.7
24893,40.8,29.6,44.8,48.8
24894,55.9,73.4,63.9,57.4
24895,65.5,33.1,57.0,20.8
24896,57.3,68.7,46.3,46.9
24897,52.9,48.5,33.4,40.0
24898,64.1,78.6,80.6,49.6
24899,36.6,43.2,35.0,46.6
24900,42.6,43.3,67.6,67.6
24901,58.0,59.4,48.2,53.7
24902,19.0,35.0,34.8,43.7
24903,71.2,30.9,46.8,62.7
24904,54.6,61.0,77.0,34.0
24905,52.3,64.4,51.0,52.7
24906,25.5,66.7,50.6,47.1
24907,30.7,60.2,68.8,58.3
24908,44.0,40.2,28.0,53.6
24909,62.1,52.8,57.9,52.0
24910,18.9,35.4,60.5,59.2
24911,61.8,75.2,49.9,8.2
24912,44.6,57.6,76.4,55.4
24913,46.6,61.3,68.0,60.4
24914,53.8,57.0,71.3,57.6
24915,54.0,45.0,68.3,52.8
24916,39.3,75.4,32.3,73.1
24917,59.4,51.6,57.9,63.5
24918,15.2,68.9,56.9,54.2
24919,43.2,45.9,60.8,60.6
24920,52.3,89.1,30.6,51.6
24921,44.8,57.1,52.2,51.8
24922,22.6,43.6,51.4,60.0
24923,61.4,35.3,54.2,49.8
24924,31.3,65.0,54.8,36.5
24925,49.0,48.6,47.9,37.6
24926,52.3,31.7,42.5,22.0
24927,50.3,44.5,76.2,45.3
24928,67.5,45.3,51.3,50.8
24929,49.2,37.4,82.9,53.4
24930,56.4,69.2,34.1,71.0
24931,49.2,40.7,46.8,36.6
24932,59.2,42.0,44.4,66.9
24933,70.9,48.0,44.5,65.4
24934,52.1,56.6,67.3,64.1
24935,61.7,50.4,70.3,42.6
24936,71.8,83.0,21.0,35.4
24937,70.4,50.7,65.1,9.8
24938,44.2,75.1,81.5,47.2
24939,65.5,59.9,35.1,46.8
24940,53.7,48.3,34.8,29.5
24941,66.8,58.6,50.7,48.1
24942,58.5,54.1,53.3,6.3
24943,54.1,60.2,54.6,44.4
24944,56.5,40.0,60.6,60.8
24945,53.8,44.1,34.9,56.2
24946,54.4,41.5,47.4,34.0
24947,47.6,67.2,62.1,53.6
24948,46.2,74.4,32.9,54.2
24949,76.4,44.3,58.0,86.9
24950,57.2,33.6,46.8,22.0
24951,41.4,34.3,55.6,21.8
24952,45.8,67.3,68.0,29.9
24953,65.8,42.5,48.1,36.7
24954,39.0,50.6,46.7,57.8
24955,27.8,57.9,35.2,22.0
24956,28.9,64.7,58.8,24.0
24957,24.1,24.4,48.5,45.7
24958,30.5,47.4,45.2,54.3
24959,32.3,54.7,45.4,52.9
24960,70.8,24.8,19.9,45.4
24961,49.3,35.4,57.9,81.4
24962,44.6,64.6,51.5,35.7
24963,28.3,33.4,72.8,55.7
24964,47.9,69.9,71.4,49.7
24965,23.9,56.7,48.8,39.2
24966,44.5,69.0,53.7,73.6
24967,81.0,51.6,26.0,40.3
24968,60.0,55.1,33.4,46.5
24969,46.9,36.3,59.7,49.8
24970,60.5,38.0,50.6,35.4
24971,42.2,46.0,51.4,41.0
24972,38.0,56.4,69.9,33.4
24973,75.6,54.7,52.7,43.8
24974,32.9,35.4,58.7,62.5
24975,44.7,51.3,60.9,56.8
24976,54.6,38.4,41.4,47.9
24977,36.0,38.8,77.5,43.5
24978,59.8,20.3,69.6,32.1
24979,45.4,73.6,46.1,55.8
24980,60.0,56.5,75.0,46.3
24981,58.8,68.4,44.1,48.8
24982,46.4,27.1,62.5,53.0
24983,75.7,42.3,33.9,65.6
24984,40.0,37.4,67.4,43.1
24985,70.2,45.8,41.5,49.0
24986,67.6,60.4,35.4,33.7
24987,76.6,47.5,51.7,59.5
24988,52.6,44.7,43.1,54.5
24989,38.2,61.7,53.1,42.2
24990,81.2,50.4,36.3,57.3
24991,45.0,39.8,34.0,37.7
24992,37.8,63.2,44.9,44.7
24993,47.2,54.6,25.3,68.6
24994,35.3,26.3,35.7,69.8
24995,57.9,63.1,59.1,11.0
24996,40.9,67.8,57.6,45.6
24997,45.7,41.2,50.5,74.1
24998,64.5,50.7,46.2,64.3
24999,59.4,15.1,55.8,27.9
25000,50.2,23.2,43.8,48.3
25001,52.6,46.5,43.1,69.2
25002,50.2,61.9,54.9,26.8
25003,43.5,38.9,62.4,58.4
25004,50.0,42.1,25.6,96.5
25005,57.4,58.9,61.8,66.5
25006,48.1,66.5,42.0,37.7
25007,56.3,64.5,60.5,67.0
25008,37.4,62.7,58.7,24.6
25009,40.9,33.9,37.5,57.0
25010,39.0,38.4,40.1,30.7
25011,41.5,44.6,30.9,58.8
25012,69.3,34.2,28.3,48.3
25013,60.9,49.3,52.0,33.6
25014,33.8,43.5,77.1,47.2
25015,56.6,42.4,79.3,60.4
25016,44.1,48.8,47.8,46.7
25017,39.8,32.9,47.8,39.4
25018,27.7,72.6,45.7,67.2
25019,64.6,52.1,21.1,73.0
25020,29.5,63.1,43.4,55.4
25021,49.2,52.2,16.5,20.8
25022,35.8,34.6,67.1,27.2
25023,61.6,68.4,44.2,53.4
25024,45.0,58.7,47.4,67.1
25025,48.0,48.1,37.1,64.6
25026,48.5,45.9,33.5,35.1
25027,54.5,51.0,59.7,55.6
25028,50.2,37.5,38.6,59.7
25029,49.4,55.2,63.0,51.6
25030,42.2,53.2,54.2,30.8
25031,26.4,30.6,42.3,75.0
25032,33.2,47.6,42.8,64.5
25033,60.8,39.4,54.4,31.8
25034,45.4,43.9,64.1,46.7
25035,40.0,48.8,58.0,66.5
25036,28.9,53.2,27.3,42.5
25037,24.2,37.2,65.5,54.0
25038,39.5,40.1,19.9,47.2
25039,63.3,70.0,20.5,34.1
25040,41.6,30.9,56.1,68.0
25041,56.0,34.9,50.2,23.4
25042,41.0,42.2,48.0,42.1
25043,59.6,30.6,45.3,22.3
25044,44.7,43.9,46.5,75.8
25045,31.5,49.8,38.9,64.0
25046,46.0,43.1,55.8,37.1
25047,77.5,19.0,69.8,46.2
25048,76.8,62.5,56.2,53.5
25049,57.3,42.1,42.3,53.6
25050,47.9,40.9,65.9,22.9
25051,54.6,21.0,44.6,60.9
25052,54.8,56.9,42.2,17.2
25053,49.4,57.4,67.1,43.9
25054,56.6,50.1,31.9,43.7
25055,53.1,56.7,31.1,87.5
25056,45.3,43.9,69.9,43.1
25057,32.1,70.9,25.2,65.2
25058,43.1,64.6,41.9,48.5
25059,62.0,44.5,21.8,43.0
25060,49.5,46.9,45.9,26.2
25061,54.5,20.4,49.6,17.1
25062,45.8,40.9,25.2,38.5
25063,34.1,50.7,60.4,59.1
25064,46.4,48.8,33.5,38.4
25065,34.7,23.5,48.1,56.0
25066,33.7,61.2,59.2,47.5
25067,68.1,100.0,55.6,43.4
25068,43.7,16.7,65.3,75.0
25069,38.9,67.5,63.9,59.9
25070,74.3,70.0,62.1,43.7
25071,62.2,52.2,74.9,61.8
25072,44.4,54.6,49.8,62.0
25073,56.4,58.7,66.4,76.7
25074,46.5,68.7,46.5,29.3
25075,39.6,65.2,26.9,67.9
25076,57.1,46.1,21.7,27.2
25077,45.1,37.5,41.2,38.2
25078,51.1,61.4,26.2,65.1
25079,65.3,70.7,65.5,26.1
25080,63.7,68.1,54.1,76.0
25081,41.7,25.1,42.9,58.6
25082,57.3,67.9,63.2,52.6
25083,33.1,54.6,45.4,58.6
25084,56.8,58.6,44.5,27.8
25085,52.2,27.7,77.0,69.9
25086,55.7,52.1,55.2,51.8
25087,45.5,52.5,64.2,64.0
25088,81.3,48.0,39.8,71.5
25089,36.5,57.3,43.0,34.8
25090,64.6,47.4,38.2,43.8
25091,34.5,20.7,45.9,70.2
25092,57.6,39.8,72.0,40.6
25093,58.6,57.9,32.5,53.1
25094,50.8,34.0,78.4,47.9
25095,42.6,42.9,48.2,12.7
25096,52.1,67.6,63.9,52.9
25097,54.0,49.6,75.4,62.9
25098,76.8,59.2,52.6,48.1
25099,36.9,68.5,53.5,37.0
25100,41.7,33.4,37.1,35.7
25101,54.3,37.3,59.5,60.2
25102,46.2,40.1,74.4,45.1
25103,48.5,50.9,47.5,43.2
25104,66.1,34.8,48.6,49.8
25105,7.7,72.5,27.1,56.5
25106,41.0,28.5,51.1,63.4
25107,23.9,62.6,39.3,59.4
25108,32.1,69.9,28.9,54.2
25109,86.1,18.4,55.1,37.2
25110,59.0,28.9,70.8,49.8
25111,64.3,44.8,14.1,37.4
25112,48.8,55.5,58.5,32.4
25113,61.4,41.0,61.8,41.7
25114,23.5,39.4,73.3,43.0
25115,65.6,48.8,52.7,84.5
25116,37.7,38.7,66.7,63.4
25117,42.0,17.0,71.4,54.2
25118,57.6,40.9,38.4,68.1
25119,54.7,31.4,30.8,18.1
25120,51.3,52.1,41.2,72.2
25121,29.6,39.0,10.2,40.9
25122,51.5,33.9,67.2,63.6
25123,64.4,47.3,39.6,55.0
25124,42.0,35.3,35.9,57.3
25125,69.7,22.3,51.6,51.0
25126,36.9,49.7,57.3,68.6
25127,50.1,32.5,33.9,29.3
25128,73.0,57.8,36.3,65.2
25129,39.8,56.7,16.3,49.9
25130,65.8,38.0,40.9,48.8
25131,79.6,68.8,44.1,51.1
25132,52.6,59.6,60.6,18.3
25133,42.1,36.2,21.3,39.0
25134,38.4,71.6,43.5,44.6
25135,69.6,0.6,45.2,79.1
25136,69.2,67.4,52.5,54.4
25137,71.7,58.7,79.9,64.9
25138,49.5,40.1,60.3,61.8
25139,65.6,39.3,78.3,86.1
25140,49.3,45.1,79.7,41.4
25141,36.8,46.3,60.1,64.9
25142,66.9,25.6,30.7,63.5
25143,74.5,54.3,40.1,27.9
25144,34.7,66.9,30.6,50.7
25145,34.4,68.7,53.0,41.0
25146,50.6,42.4,46.0,39.0
25147,64.3,52.9,16.8,47.0
25148,33.0,68.0,57.2,33.1
25149,53.4,49.1,63.7,31.8
25150,41.1,73.0,37.6,31.8
25151,60.5,35.3,48.9,32.2
25152,38.0,44.0,67.3,73.6
25153,61.6,27.6,49.8,32.9
25154,47.6,59.3,54.0,42.4
25155,35.9,35.9,59.9,48.4
25156,51.0,62.8,48.1,61.6
25157,20.9,60.6,50.5,21.4
25158,41.6,75.9,81.4,51.1
25159,55.1,56.4,47.2,53.5
